phecode	phenotype	sex	category	icd9_ukb_num	icd9_ukb	icd10_ukb_num	icd10_ukb
743.9	Osteopenia or other disorder of bone and cartilage	Both	musculoskeletal	NA	NA	2	M85.9, M89.9
745	Pain in joint		musculoskeletal	10	719.4, 719.40, 719.41, 719.42, 719.43, 719.44, 719.45, 719.46, 719.47, 719.49	1	M25.5
747	Cardiac and circulatory congenital anomalies		congenital anomalies	11	745.4, 745.5, 746.4, 746.87, 746.9, 747.29, 747.3, 747.32, 747.6, 747.62, 747.8	4	Q28.0, Q28.1, Q28.8, Q28.9
747.1	Cardiac congenital anomalies	Both	congenital anomalies	8	745.4, 745.5, 746.4, 746.87, 746.9, 747.29, 747.3, 747.32	10	Q07.0, Q20.9, Q23.8, Q23.9, Q24.0, Q24.1, Q24.5, Q24.6, Q24.8, Q24.9
747.11	Cardiac shunt/ heart septal defect	Both	congenital anomalies	2	745.4, 745.5	16	Q20.0, Q20.1, Q20.2, Q20.3, Q20.4, Q20.5, Q20.6, Q20.8, Q21.0, Q21.1, Q21.2, Q21.3, Q21.4, Q21.8, Q21.9, Q24.4
747.12	Valvular heart disease/ heart chambers	Both	congenital anomalies	1	746.4	13	Q22.1, Q22.2, Q22.4, Q22.5, Q22.8, Q22.9, Q23.0, Q23.1, Q23.2, Q23.3, Q23.4, Q24.3, Q25.2
747.13	Congenital anomalies of great vessels	Both	congenital anomalies	3	747.29, 747.3, 747.32	12	I35.0, Q25.0, Q25.1, Q25.3, Q25.4, Q25.6, Q25.7, Q26.1, Q26.3, Q26.4, Q26.8, Q26.9
747.2	Congenital anomalies of peripheral vascular system	Both	congenital anomalies	2	747.6, 747.62	8	Q26.5, Q26.6, Q27.1, Q27.2, Q27.8, Q27.9, Q28.2, Q28.3
748	Anomalies of respiratory system, congenital		congenital anomalies	2	748.2, 748.3	19	Q31.0, Q31.1, Q31.2, Q31.3, Q31.8, Q31.9, Q32.0, Q32.4, Q33.0, Q33.1, Q33.2, Q33.3, Q33.4, Q33.6, Q33.8, Q33.9, Q34.1, Q34.8, Q34.9
749	Congenital anomalies of face and neck		congenital anomalies	13	743.6, 744.0, 744.02, 744.2, 744.22, 744.3, 744.4, 744.9, 748.1, 749.2, 754.0, 754.1, 756.0	28	Q10.0, Q10.3, Q10.4, Q10.5, Q10.6, Q16.1, Q16.3, Q16.5, Q16.9, Q17.0, Q17.2, Q17.3, Q17.5, Q17.8, Q17.9, Q18.0, Q18.1, Q18.2, Q18.5, Q18.8, Q18.9, Q30.0, Q30.2, Q30.3, Q30.8, Q30.9, Q67.0, Q67.4
749.1	Cleft palate	Both	congenital anomalies	1	749.2	9	Q35.3, Q35.7, Q35.9, Q36.0, Q36.9, Q37.1, Q37.3, Q37.8, Q37.9
749.2	Congenital anomalies of skull and face bones	Both	congenital anomalies	1	756.0	6	Q75.0, Q75.1, Q75.4, Q75.8, Q75.9, Q87.0
750	Digestive congenital anomalies		congenital anomalies	10	750.2, 750.3, 750.4, 750.6, 750.9, 751.0, 751.3, 751.5, 751.6, 751.61	1	Q45.9
750.1	Upper gastrointestinal congenital anomalies	Both	congenital anomalies	5	750.2, 750.3, 750.4, 750.6, 750.9	4	Q38.4, Q38.5, Q40.8, Q40.9
750.11	Esophageal atresia/tracheoesophageal fistula	Both	congenital anomalies	1	750.3	4	Q39.0, Q39.1, Q39.3, Q39.4
750.13	Congenital anomalies of mouth/tongue	Both	congenital anomalies	1	750.2	7	Q38.0, Q38.1, Q38.3, Q38.4, Q38.6, Q38.7, Q38.8
750.14	Congenital anomalies of esophagus	Both	congenital anomalies	1	750.4	3	Q39.6, Q39.8, Q39.9
750.15	Congenital anomalies of stomach	Both	congenital anomalies	1	750.6	3	Q40.1, Q40.2, Q40.3
750.2	Lower gastrointestinal congenital anomalies	Both	congenital anomalies	5	751.0, 751.3, 751.5, 751.6, 751.61	1	Q45.8
750.21	Congenital anomalies of intestine	Both	congenital anomalies	3	751.0, 751.3, 751.5	15	Q41.8, Q41.9, Q42.1, Q42.3, Q42.8, Q42.9, Q43.0, Q43.1, Q43.2, Q43.3, Q43.4, Q43.5, Q43.7, Q43.8, Q43.9
750.22	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	Both	congenital anomalies	2	751.6, 751.61	8	Q44.1, Q44.2, Q44.4, Q44.5, Q44.6, Q44.7, Q45.1, Q45.3
750.5	Congenital hypertrophic pyloric stenosis	Both	congenital anomalies	NA	NA	1	Q40.0
751	Genitourinary congenital anomalies	Both	congenital anomalies	22	752.0, 752.1, 752.19, 752.2, 752.39, 752.49, 752.5, 752.51, 752.52, 752.6, 752.8, 752.9, 753.1, 753.15, 753.2, 753.20, 753.22, 753.29, 753.3, 753.4, 753.7, 753.8	NA	NA
751.1	Congenital anomalies of genital organs	Both	congenital anomalies	12	752.0, 752.1, 752.19, 752.2, 752.39, 752.49, 752.5, 752.51, 752.52, 752.6, 752.8, 752.9	6	Q55.0, Q55.1, Q55.2, Q55.4, Q55.8, Q56.0
751.11	Congenital anomalies of female genital organs	Female	congenital anomalies	6	752.0, 752.1, 752.19, 752.2, 752.39, 752.49	21	Q50.0, Q50.1, Q50.3, Q50.4, Q50.5, Q50.6, Q51.0, Q51.1, Q51.2, Q51.3, Q51.4, Q51.8, Q51.9, Q52.0, Q52.1, Q52.2, Q52.4, Q52.5, Q52.6, Q52.7, Q52.8
751.12	Congenital anomalies of male genital organs	Male	congenital anomalies	4	752.5, 752.51, 752.52, 752.6	12	Q53.0, Q53.1, Q53.2, Q53.9, Q54.0, Q54.1, Q54.4, Q54.8, Q54.9, Q55.5, Q55.6, Q64.0
751.2	Congenital anomalies of urinary system	Both	congenital anomalies	6	753.1, 753.15, 753.3, 753.4, 753.7, 753.8	10	Q62.5, Q62.8, Q64.1, Q64.2, Q64.3, Q64.4, Q64.6, Q64.7, Q64.8, Q64.9
751.21	Cystic kidney disease	Both	congenital anomalies	2	753.1, 753.15	8	Q61.0, Q61.1, Q61.2, Q61.3, Q61.4, Q61.5, Q61.8, Q61.9
751.22	Other specified congenital anomalies of kidney	Both	congenital anomalies	1	753.3	13	Q60.0, Q60.1, Q60.2, Q60.3, Q60.4, Q60.5, Q60.6, Q63.0, Q63.1, Q63.2, Q63.3, Q63.8, Q63.9
751.3	Obstructive genitourinary defect	Both	congenital anomalies	4	753.2, 753.20, 753.22, 753.29	3	Q62.0, Q62.1, Q62.3
752	Nervous system congenital anomalies	Both	congenital anomalies	3	741.0, 741.9, 742.4	2	Q04.9, Q07.9
752.1	Neural tube defects	Both	congenital anomalies	2	741.0, 741.9	4	Q01.1, Q01.8, Q01.9, Q76.0
752.11	Spina bifida	Both	congenital anomalies	2	741.0, 741.9	10	Q05.0, Q05.1, Q05.2, Q05.4, Q05.5, Q05.6, Q05.7, Q05.8, Q05.9, Q07.0
752.2	Other specified congenital anomalies of nervous system	Both	congenital anomalies	1	742.4	16	G90.1, Q02, Q03.0, Q03.1, Q03.8, Q03.9, Q04.0, Q04.3, Q04.6, Q04.8, Q06.1, Q06.2, Q06.4, Q06.8, Q06.9, Q07.8
753	Congenital anomalies of the eye		congenital anomalies	4	743.32, 743.39, 743.49, 743.9	10	Q11.1, Q11.2, Q13.0, Q13.1, Q13.2, Q13.4, Q13.8, Q15.0, Q15.8, Q15.9
753.1	Congenital cataract and lens anomalies	Both	congenital anomalies	2	743.32, 743.39	4	Q12.0, Q12.1, Q12.3, Q12.9
753.2	Congenital anomalies of posterior segment of eye	Both	congenital anomalies	NA	NA	4	Q14.0, Q14.1, Q14.8, Q14.9
754	Congenital musculoskeletal deformities of spine		congenital anomalies	4	756.1, 756.13, 756.19, 756.2	4	Q67.5, Q76.1, Q76.4, Q76.5
754.2	Spondylolisthesis, congenital	Both	congenital anomalies	NA	NA	1	Q76.2
755	Congenital anomalies of limbs		congenital anomalies	17	754.3, 754.30, 754.5, 754.50, 754.52, 754.59, 754.7, 754.71, 755.5, 755.50, 755.54, 755.59, 755.6, 755.64, 755.66, 755.69, 755.9	2	Q74.8, Q74.9
755.1	Congenital deformities of feet	Both	congenital anomalies	6	754.5, 754.50, 754.52, 754.59, 754.7, 754.71	8	Q66.0, Q66.2, Q66.3, Q66.5, Q66.6, Q66.7, Q66.8, Q66.9
755.3	Congenital anomaly of fingers/toes	Both	congenital anomalies	1	755.66	7	Q69.2, Q69.9, Q70.0, Q70.2, Q70.3, Q71.6, Q87.0
755.4	Congenital anomalies of upper limb, including shoulder girdle	Both	congenital anomalies	4	755.5, 755.50, 755.54, 755.59	10	Q68.1, Q68.8, Q71.0, Q71.1, Q71.3, Q71.8, Q71.9, Q73.0, Q73.1, Q74.0
755.6	Other congenital anomalies of lower limb, including pelvic girdle	Both	congenital anomalies	5	754.3, 754.30, 755.6, 755.64, 755.69	8	Q68.2, Q72.0, Q72.3, Q72.4, Q72.8, Q72.9, Q74.1, Q74.2
755.61	Congenital hip dysplasia and deformity	Both	congenital anomalies	2	754.3, 754.30	7	Q65.0, Q65.1, Q65.2, Q65.4, Q65.6, Q65.8, Q65.9
756	Other congenital musculoskeletal anomalies		congenital anomalies	7	754.81, 756.4, 756.5, 756.50, 756.59, 756.8, 756.9	10	Q67.8, Q68.8, Q74.3, Q77.1, Q77.4, Q77.5, Q77.7, Q78.4, Q79.8, Q79.9
756.1	Congenital anomalies of abdominal wall; diaphram	Both	congenital anomalies	NA	NA	5	Q79.0, Q79.1, Q79.2, Q79.4, Q79.5
756.2	Pectus and other congenital anomalies of ribs/sternum	Both	congenital anomalies	1	754.81	3	Q76.6, Q76.7, Q76.9
756.21	Pectus excavatum	Both	congenital anomalies	1	754.81	1	Q67.6
756.22	Pectus carinatum	Both	congenital anomalies	NA	NA	1	Q67.7
756.3	Congenital anomalies of muscle, tendon, fascia, and connective tissue	Both	congenital anomalies	1	756.8	2	Q79.6, Q79.8
756.5	Congenital osteodystrophies	Both	congenital anomalies	3	756.5, 756.50, 756.59	8	M89.8, Q77.3, Q78.0, Q78.1, Q78.2, Q78.6, Q78.8, Q78.9
757	Congenital anomalies of the integument		congenital anomalies	NA	NA	3	Q82.0, Q84.2, Q84.6
758	Chromosomal anomalies and genetic disorders		congenital anomalies	2	758.6, 758.7	3	Q87.1, Q87.4, Q99.2
758.1	Chromosomal anomalies	Both	congenital anomalies	2	758.6, 758.7	27	Q90.9, Q91.2, Q91.3, Q91.6, Q91.7, Q92.7, Q92.8, Q92.9, Q93.4, Q93.5, Q93.8, Q93.9, Q96.3, Q96.8, Q96.9, Q97.1, Q97.3, Q97.8, Q97.9, Q98.0, Q98.1, Q98.4, Q98.7, Q98.8, Q98.9, Q99.8, Q99.9
759	Other and unspecified congenital anomalies		congenital anomalies	7	759.2, 759.5, 759.6, 759.8, 759.89, 759.9, V13.6	11	Q85.1, Q85.8, Q85.9, Q87.2, Q87.3, Q87.5, Q87.8, Q89.0, Q89.3, Q89.7, Q89.8
759.1	Anomalies of endocrine glands, congenital	Both	congenital anomalies	1	759.2	2	Q89.1, Q89.2
760	Back pain		symptoms	3	724.1, 724.2, 724.5	4	M54.5, M54.6, M54.8, M54.9
761	Cervicalgia		symptoms	1	723.1	1	M54.2
763	Thoracic or lumbosacral neuritis or radiculitis, unspecified		symptoms	1	724.4	NA	NA
764	Sciatica		symptoms	1	724.3	2	M54.3, M54.4
765	Cervical radiculitis		symptoms	1	723.4	1	M50.1
766	Neuralgia, neuritis, and radiculitis NOS		symptoms	1	729.2	2	M54.1, M79.2
769	Nonallopathic lesions NEC		symptoms	NA	NA	1	M99.0
770	Myalgia and myositis unspecified		symptoms	1	729.1	4	M60.8, M60.9, M63.3, M79.1
771	Musculoskeletal symptoms referable to limbs	Both	symptoms	2	729.8, 729.89	2	R22.3, R22.4
771.1	Swelling of limb	Both	symptoms	NA	NA	1	M79.8
771.2	Cramp of limb	Both	symptoms	1	729.82	NA	NA
772	Symptoms of the muscles		symptoms	2	728.89, 728.9	6	M35.4, M62.2, M62.8, M72.5, M72.8, M76.3
772.1	Muscular wasting and disuse atrophy	Both	symptoms	1	728.2	1	M62.5
772.3	Muscle weakness	Both	symptoms	1	728.87	NA	NA
772.4	Rhabdomyolysis	Both	symptoms	NA	NA	1	M62.4
773	Pain in limb		symptoms	NA	NA	1	M79.6
780	Hypothermia/Chills		symptoms	1	991.6	2	R68.0, T68
781	Symptoms involving nervous and musculoskeletal systems		symptoms	3	781.6, 781.9, V13.5	4	M67.9, R29.1, R29.8, R68.3
781.2	Abnormal posture	Both	symptoms	NA	NA	1	R29.3
782.3	Edema	Both	symptoms	1	782.3	3	R60.0, R60.1, R60.9
782.6	Pallor and flushing	Both	symptoms	NA	NA	2	R23.1, R23.2
783	Fever of unknown origin		symptoms	1	780.6	5	R50.0, R50.1, R50.9, T78.9, T88.3
785	Abdominal pain		symptoms	5	789.0, 789.00, 789.02, 789.04, 789.09	6	K30, R10.0, R10.1, R10.2, R10.3, R10.4
788	Syncope and collapse		symptoms	1	780.2	1	R55
789	Nausea and vomiting		symptoms	2	536.2, 787.0	1	R11
789.1	Persistent vomiting	Both	symptoms	1	536.2	NA	NA
790	Nonspecific findings on examination of blood	Both	symptoms	NA	NA	8	R70.1, R75, R77.0, R77.1, R77.2, R77.8, R77.9, R78.9
790.1	Elevated sedimentation rate	Both	symptoms	1	790.1	1	R70.0
790.6	Other abnormal blood chemistry	Both	symptoms	1	790.6	6	E79.0, R78.7, R78.8, R79.0, R79.8, R79.9
791	Gangrene		symptoms	1	785.4	1	R02
792	Abnormal Papanicolaou smear of cervix and cervical HPV	Female	genitourinary	1	795.0	NA	NA
793	Nonspecific abnormal findings on radiological and other examination of musculoskeletal system	Both	symptoms	NA	NA	2	R93.6, R93.7
793.2	Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)	Both	symptoms	NA	NA	2	R93.1, R93.8
794	Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)		symptoms	NA	NA	2	O43.1, R94.8
797	Shock		symptoms	1	785.5	3	R57.1, R57.8, R57.9
797.1	Cardiogenic shock	Both	symptoms	NA	NA	1	R57.0
798	Malaise and fatigue		symptoms	1	780.7	2	B22.2, R53
798.1	Chronic fatigue syndrome		symptoms	NA	NA	1	G93.3
800	Fracture of lower limb		injuries & poisonings	16	820.0, 820.2, 820.8, 821.0, 821.1, 821.2, 822.0, 822.1, 823.0, 823.1, 823.2, 823.3, 825.0, 827.0, 905.3, 905.4	8	S72.3, S72.4, S72.8, S82.7, S82.8, S82.9, T02.5, T12
800.1	Fracture of neck of femur	Both	injuries & poisonings	4	820.0, 820.2, 820.8, 905.3	2	S72.0, S72.1
800.2	Fracture of unspecified part of femur	Both	injuries & poisonings	3	821.0, 821.1, 821.2	5	S72.1, S72.2, S72.3, S72.4, S72.9
800.3	Fracture of tibia and fibula	Both	injuries & poisonings	4	823.0, 823.1, 823.2, 823.3	4	S82.1, S82.2, S82.3, S82.4
800.4	Fracture of patella	Both	injuries & poisonings	3	822.0, 822.1, 825.0	2	S82.0, S92.0
801	Fracture of ankle and foot	Both	injuries & poisonings	14	824.0, 824.1, 824.2, 824.4, 824.5, 824.6, 824.7, 824.8, 824.9, 825.1, 825.2, 825.3, 826.0, 826.1	9	S82.5, S82.6, S92.0, S92.1, S92.2, S92.3, S92.4, S92.7, S92.9
801.1	Fracture of foot	Both	injuries & poisonings	9	824.0, 824.1, 824.2, 824.4, 824.5, 824.6, 824.7, 824.8, 824.9	2	S92.1, S92.9
802	Fracture of pelvis		injuries & poisonings	5	808.0, 808.2, 808.4, 808.8, 808.9	4	S32.1, S32.3, S32.4, S32.5
803	Fracture of upper limb	Both	injuries & poisonings	16	810.0, 811.0, 812.0, 812.1, 812.2, 812.3, 812.4, 812.5, 813.0, 813.1, 813.2, 813.4, 813.5, 819.0, 819.1, 905.2	7	S42.7, S52.7, S52.8, T02.2, T02.4, T10, T92.2
803.1	Fracture of humerus	Both	injuries & poisonings	6	812.0, 812.1, 812.2, 812.3, 812.4, 812.5	4	S42.2, S42.3, S42.4, S42.9
803.2	Fracture of radius and ulna	Both	injuries & poisonings	5	813.0, 813.1, 813.2, 813.4, 813.5	7	S52.0, S52.1, S52.2, S52.3, S52.4, S52.5, S52.9
803.3	Fracture of clavicle or scapula		injuries & poisonings	4	810.0, 811.0, 819.0, 819.1	3	S22.4, S42.0, S42.1
804	Fracture of hand or wrist	Both	injuries & poisonings	7	814.0, 814.1, 815.0, 815.1, 816.0, 816.1, 817.0	10	S52.6, S62.0, S62.1, S62.2, S62.3, S62.4, S62.5, S62.6, S62.7, S62.8
805	Fracture of vertebral column without mention of spinal cord injury		injuries & poisonings	8	805.0, 805.2, 805.4, 805.6, 805.8, 806.0, 806.4, 905.1	15	M49.5, S12.0, S12.1, S12.2, S12.7, S12.8, S12.9, S22.0, S22.2, S22.9, S32.0, S32.1, S32.2, T02.0, T91.1
807	Fracture of ribs		injuries & poisonings	1	807.0	3	S22.2, S22.3, S22.4
809	Fracture of unspecified bones	Both	injuries & poisonings	8	807.2, 807.4, 809.0, 809.1, 828.0, 829.0, V54.0, V67.4	5	S22.1, S22.5, T02.9, Z09.4, Z54.4
816	Cerebral laceration and contusion		injuries & poisonings	1	851.0	NA	NA
817	Concussion		injuries & poisonings	1	850.9	1	S06.0
818	Intracranial hemorrhage (injury)		injuries & poisonings	2	852.0, 853.0	3	S06.4, S06.5, S06.6
818.2	Subarachnoid hemorrhage (injury)	Both	injuries & poisonings	1	852.0	NA	NA
819	Skull and face fracture and other intercranial injury	Both	injuries & poisonings	18	800.0, 800.1, 800.2, 800.3, 801.0, 801.1, 802.0, 802.2, 802.3, 802.4, 802.6, 802.8, 803.0, 803.1, 854.0, 854.1, 905.0, 907.0	21	S02.0, S02.1, S02.2, S02.3, S02.4, S02.5, S02.6, S02.7, S02.8, S02.9, S06.1, S06.2, S06.3, S06.8, S06.9, T02.0, T06.0, T90.2, T90.4, T90.5, T90.9
830	Dislocation		injuries & poisonings	18	830.0, 831.0, 832.0, 833.0, 834.0, 834.1, 835.0, 835.1, 836.0, 836.1, 836.2, 836.3, 836.5, 837.0, 838.0, 839.0, 839.6, 905.6	35	O26.7, S03.0, S03.1, S03.2, S13.0, S13.1, S13.2, S23.1, S23.2, S33.0, S33.1, S33.2, S33.3, S33.4, S43.0, S43.1, S43.2, S43.3, S53.0, S53.1, S63.0, S63.1, S63.2, S73.0, S83.0, S83.1, S83.2, S83.3, S93.0, S93.1, S93.3, T03.2, T03.3, T92.3, T93.3
835	Internal derangement of knee	Both	injuries & poisonings	10	717.0, 717.1, 717.2, 717.3, 717.4, 717.5, 717.6, 717.7, 717.8, 717.9	11	M22.3, M22.4, M22.9, M23.0, M23.1, M23.2, M23.3, M23.4, M23.6, M23.8, M23.9
836	Traumatic arthropathy	Both	injuries & poisonings	2	716.1, 716.14	8	M12.5, M16.4, M16.5, M17.2, M17.3, M18.2, M18.3, M19.1
840	Sprains and strains		injuries & poisonings	15	840.0, 840.4, 840.9, 841.1, 842.0, 842.1, 843.8, 843.9, 844.0, 844.1, 844.2, 844.8, 844.9, 845.0, 845.1	6	S63.3, S63.4, S63.5, S63.6, S63.7, S83.3
840.2	Rotator cuff (capsule) sprain	Both	injuries & poisonings	1	840.4	NA	NA
840.3	Joint/ligament sprain	Both	injuries & poisonings	4	840.0, 844.0, 844.1, 844.2	3	S53.2, S53.3, S63.4
841	Sprains and strains of back and neck	Both	injuries & poisonings	3	846.8, 847.0, 847.9	NA	NA
842	Other sprains and strains	Both	injuries & poisonings	3	848.8, 848.9, 905.7	NA	NA
850	Hemorrhage or hematoma complicating a procedure	Both	injuries & poisonings	1	998.1	1	T81.0
851	Complications of transplants and reattached limbs	Both	injuries & poisonings	2	996.8, E878.0	4	T86.8, T87.0, T87.1, Y83.1
853	Complication of colostomy or enterostomy	Both	injuries & poisonings	NA	NA	1	K91.4
854	Complications of cardiac/vascular device, implant, and graft		injuries & poisonings	2	996.0, 996.1	11	T81.7, T82.0, T82.1, T82.2, T82.3, T82.4, T82.5, T82.6, T82.7, T82.8, T82.9
855	Complication of nervous system device, implant, and graft	Both	injuries & poisonings	1	996.2	NA	NA
856	Vascular complications of surgery and medical procedures	Both	injuries & poisonings	1	997.2	NA	NA
857	Mechanical complication of unspecified genitourinary device, implant, and graft	Both	injuries & poisonings	NA	NA	10	O26.3, T83.0, T83.1, T83.2, T83.3, T83.4, T83.5, T83.6, T83.8, T83.9
858	Complication of internal orthopedic device	Both	injuries & poisonings	1	996.4	10	M96.0, M96.6, T84.0, T84.1, T84.2, T84.3, T84.4, T84.5, T84.7, T84.9
859	Complication due to other implant and internal device	Both	injuries & poisonings	1	996.7	9	T84.8, T85.0, T85.1, T85.2, T85.3, T85.4, T85.5, T85.6, T85.9
860	Bone marrow or stem cell transplant	Both	neoplasms	NA	NA	1	T86.0
870	Open wounds of head; neck; and trunk		injuries & poisonings	32	870.0, 870.2, 870.8, 871.0, 871.4, 871.7, 871.9, 872.0, 872.1, 872.8, 873.0, 873.2, 873.4, 873.5, 873.6, 873.8, 874.5, 874.8, 875.0, 876.0, 877.0, 878.0, 878.2, 878.4, 878.9, 879.2, 879.3, 879.4, 879.5, 879.6, 879.8, 906.0	11	S21.0, S21.1, S21.2, S21.9, S31.0, S31.1, S31.7, S71.0, S71.7, S71.8, T01.0
870.1	Open wound or laceration of eye or eyelid	Both	injuries & poisonings	7	870.0, 870.2, 870.8, 871.0, 871.4, 871.7, 871.9	7	S01.1, S05.0, S05.2, S05.3, S05.6, S05.7, S05.9
870.2	Open wound of ear	Both	injuries & poisonings	3	872.0, 872.1, 872.8	1	S01.3
870.3	Other open wound of head and face	Both	injuries & poisonings	3	873.0, 873.4, 873.5	8	S01.0, S01.1, S01.4, S01.5, S01.7, S01.8, S01.9, S08.0
870.4	Open wound of nose and sinus	Both	injuries & poisonings	1	873.2	1	S01.2
870.5	Open wound of lip and mouth	Both	injuries & poisonings	1	873.6	1	S01.5
870.6	Open wound of neck	Both	injuries & poisonings	2	874.5, 874.8	10	S10.8, S11.0, S11.7, S11.8, S11.9, S12.7, S13.6, S16, T01.0, T01.9
870.8	Open wound of genital organs	Both	injuries & poisonings	4	878.0, 878.2, 878.4, 878.9	4	S31.2, S31.3, S31.4, S31.5
871	Open wounds of extremities	Both	injuries & poisonings	26	880.0, 880.1, 880.2, 881.0, 881.1, 881.2, 882.0, 882.1, 882.2, 883.0, 883.1, 883.2, 884.0, 884.1, 884.2, 890.0, 891.0, 891.1, 891.2, 892.0, 892.1, 892.2, 893.0, 893.1, 905.8, 906.1	18	S41.0, S41.1, S41.7, S51.0, S51.7, S51.8, S51.9, S61.0, S61.1, S61.7, S61.8, S61.9, S71.0, S71.1, S81.0, S81.9, S91.0, T13.1
871.1	Open wound of hand except finger(s)	Both	injuries & poisonings	3	882.0, 882.1, 882.2	NA	NA
871.2	Open wound of finger(s)	Both	injuries & poisonings	3	883.0, 883.1, 883.2	NA	NA
871.3	Open wound of foot except toe(s) alone	Both	injuries & poisonings	3	892.0, 892.1, 892.2	1	S91.3
871.4	Open wound of toe(s)	Both	injuries & poisonings	2	893.0, 893.1	3	S91.1, S91.2, S98.2
872	Traumatic amputation	Both	injuries & poisonings	8	885.0, 885.1, 886.0, 886.1, 887.2, 897.2, 897.6, 905.9	17	S08.1, S08.8, S48.0, S48.1, S58.0, S68.0, S68.1, S68.2, S68.3, S78.1, S88.0, S88.1, S88.9, S98.0, S98.1, S98.2, S98.4
873	Broken tooth	Both	injuries & poisonings	NA	NA	1	S02.5
874	Complication of amputation stump	Both	injuries & poisonings	1	997.6	4	T87.3, T87.4, T87.5, T87.6
876	Posttraumatic wound infection not elsewhere classified	Both	injuries & poisonings	1	958.3	NA	NA
907	Injuries to the nervous system		injuries & poisonings	12	907.2, 907.4, 907.9, 951.5, 953.2, 953.3, 953.4, 955.1, 955.2, 955.3, 955.6, 955.9	60	G55.3, S04.0, S04.1, S04.3, S04.5, S04.8, S04.9, S14.1, S14.2, S14.3, S14.5, S14.6, S24.1, S24.2, S24.4, S34.1, S34.4, S44.0, S44.1, S44.2, S44.3, S44.4, S44.5, S44.9, S54.0, S54.1, S54.2, S54.3, S54.7, S54.8, S54.9, S64.0, S64.1, S64.2, S64.3, S64.4, S64.7, S64.8, S64.9, S74.0, S74.1, S74.8, S74.9, S84.0, S84.1, S84.2, S84.7, S84.8, S84.9, S94.1, S94.2, S94.3, S94.7, S94.8, S94.9, T09.3, T90.3, T91.3, T92.4, T93.4
910	Superficial injury, infected		injuries & poisonings	5	910.9, 911.9, 914.1, 914.9, 916.9	NA	NA
912	Insect bite	Both	injuries & poisonings	1	913.5	NA	NA
913	Toxic effect of venom	Both	injuries & poisonings	1	989.5	6	T63.0, T63.2, T63.3, T63.4, T63.6, T63.9
915	Superficial injury without mention of infection	Both	injuries & poisonings	NA	NA	54	S00.0, S00.2, S00.3, S00.4, S00.5, S00.7, S00.8, S00.9, S05.0, S05.8, S05.9, S10.1, S10.7, S10.9, S20.1, S20.3, S20.4, S20.7, S30.7, S30.8, S30.9, S32.8, S33.3, S33.7, S35.8, S35.9, S38.1, S39.7, S39.8, S39.9, S40.7, S40.8, S40.9, S50.7, S50.8, S50.9, S60.7, S60.8, S60.9, S70.7, S70.8, S70.9, S80.7, S80.8, S80.9, S90.7, S90.8, S90.9, T00.0, T00.6, T00.9, T09.2, T09.5, T14.0
916	Contusion	Both	injuries & poisonings	22	906.3, 921.1, 921.2, 921.3, 921.9, 922.0, 922.1, 922.2, 922.3, 922.4, 922.8, 922.9, 923.0, 923.1, 923.2, 923.9, 924.0, 924.1, 924.2, 924.5, 924.8, 924.9	22	S00.1, S05.0, S05.1, S05.9, S10.0, S20.0, S20.2, S30.0, S30.1, S30.2, S40.0, S50.0, S60.0, S60.1, S60.2, S70.0, S70.1, S80.0, S80.1, S90.0, S90.1, S90.2
930	Allergic reaction to food		injuries & poisonings	1	E865.8	4	L23.6, L27.2, T78.0, T78.1
931	Contact dermatitis and other eczema due to plants [except food]	Both	dermatologic	1	692.6	2	L23.7, L25.5
938	Dermatitis due to solar radiation	Both	dermatologic	1	692.7	9	L56.4, L56.8, L56.9, L58.0, L58.1, L58.9, L59.0, L59.8, L59.9
938.1	Acute dermatitis due to solar radiation	Both	dermatologic	NA	NA	5	L55.0, L55.1, L55.9, L56.2, L56.3
938.2	Chronic dermatitis due to solar radiation	Both	dermatologic	NA	NA	4	L57.1, L57.5, L57.8, L57.9
939	Atopic/contact dermatitis due to other or unspecified		dermatologic	4	691.8, 692.8, 692.9, 693.0	30	L20.8, L20.9, L23.0, L23.1, L23.2, L23.3, L23.4, L23.5, L23.8, L23.9, L24.0, L24.2, L24.3, L24.4, L24.8, L24.9, L25.0, L25.1, L25.2, L25.3, L25.8, L25.9, L27.0, L27.1, L27.8, L27.9, L30.0, L30.2, L30.8, L30.9
941	Adverse reaction to serum or vaccine	Both	injuries & poisonings	2	979.9, E949.9	6	T80.5, Y58.0, Y58.4, Y58.8, Y58.9, Z88.7
942	Infusion and transfusion reaction	Both	injuries & poisonings	1	999.8	1	Y44.6
946	Anaphylactic shock NOS	Both	injuries & poisonings	2	995.0, 995.1	3	T78.2, T78.3, T88.6
947	Urticaria	Both	dermatologic	6	708.0, 708.1, 708.3, 708.5, 708.8, 708.9	9	L50.0, L50.1, L50.2, L50.3, L50.5, L50.6, L50.8, L50.9, T78.3
949	Allergies, other	Both	injuries & poisonings	3	995.3, V07.1, V15.0	2	T78.4, T78.8
949.1	Diaper or napkin rash	Both	injuries & poisonings	NA	NA	1	L22
952	Spinal cord injury without evidence of spinal bone injury		injuries & poisonings	3	952.0, 952.2, 952.9	12	S14.0, S14.1, S24.0, S24.1, S24.2, S24.3, S24.5, S24.6, S34.0, S34.2, S34.3, S34.5
